x,y,z,value
9.0,5.0,37.0,1.511817981604507
9.0,5.0,38.0,1.4696612157502815
9.0,5.0,39.0,1.4305514018135514
9.0,5.0,40.0,1.3947332695956232
9.0,5.0,41.0,1.362470077957634
9.0,5.0,42.0,1.3340416879793113
9.0,5.0,43.0,1.309741494136374
9.0,5.0,44.0,1.2898722572908203
9.0,5.0,45.0,1.274740920412312
9.0,5.0,46.0,1.2646525231754728
9.0,5.0,47.0,1.2599033638364767
9.0,5.0,48.0,1.2607735850944837
9.0,5.0,49.0,1.2675193841100234
9.0,6.0,0.0,3.2422217781993683
9.0,6.0,1.0,3.239096290726607
9.0,6.0,2.0,3.231474378951903
9.0,6.0,3.0,3.2191914098374115
9.0,6.0,4.0,3.202146176494696
9.0,6.0,5.0,3.180302849879692
9.0,6.0,6.0,3.153691400068324
9.0,6.0,7.0,3.1224064947391015
9.0,6.0,8.0,3.086604924948833
9.0,6.0,9.0,3.04650164901938
9.0,6.0,10.0,3.002364583185048
9.0,6.0,11.0,2.954508301498462
9.0,6.0,12.0,2.903286836393863
9.0,6.0,13.0,2.849085794444413
9.0,6.0,14.0,2.792314018578402
9.0,6.0,15.0,2.7333950378813143
9.0,6.0,16.0,2.6727585488510504
9.0,6.0,17.0,2.6108321675451704
9.0,6.0,18.0,2.5480336806241155
9.0,6.0,19.0,2.4847640052190747
9.0,6.0,20.0,2.421401043396776
9.0,6.0,21.0,2.3582945874909935
9.0,6.0,22.0,2.295762398611855
9.0,6.0,23.0,2.2340875432469036
9.0,6.0,24.0,2.173517033148388
9.0,6.0,25.0,2.1142617728417035
9.0,6.0,26.0,2.05649777830299
9.0,6.0,27.0,2.000368590849062
9.0,6.0,28.0,1.9459887732295658
9.0,6.0,29.0,1.8934483414061958
9.0,6.0,30.0,1.8428179565384426
9.0,6.0,31.0,1.7941546781272193
9.0,6.0,32.0,1.7475080617964118
9.0,6.0,33.0,1.7029263743378318
9.0,6.0,34.0,1.6604626947343226
9.0,6.0,35.0,1.6201806730323187
9.0,6.0,36.0,1.5821597290757519
9.0,6.0,37.0,1.5464994899509181
9.0,6.0,38.0,1.5133232880433576
9.0,6.0,39.0,1.4827805702084265
9.0,6.0,40.0,1.4550481018791954
9.0,6.0,41.0,1.4303298870126102
9.0,6.0,42.0,1.4088557645305726
9.0,6.0,43.0,1.390878683189155
9.0,6.0,44.0,1.3766706984041117
9.0,6.0,45.0,1.366517775257961
9.0,6.0,46.0,1.3607135205214622
9.0,6.0,47.0,1.3595520019049459
9.0,6.0,48.0,1.3633198438678087
9.0,6.0,49.0,1.3722878152319133
9.0,7.0,0.0,3.2471435085040548
9.0,7.0,1.0,3.2349312789724065
9.0,7.0,2.0,3.2180983738579014
9.0,7.0,3.0,3.1965612821236125
9.0,7.0,4.0,3.17030669446747
9.0,7.0,5.0,3.1393921205178628
9.0,7.0,6.0,3.1039448231949107
9.0,7.0,7.0,3.064159109172299
9.0,7.0,8.0,3.0202920595563576
9.0,7.0,9.0,2.972657827550615
9.0,7.0,10.0,2.9216206687870354
9.0,7.0,11.0,2.867586904080196
9.0,7.0,12.0,2.810996042638963
9.0,7.0,13.0,2.752311315460355
9.0,7.0,14.0,2.692009883130757
9.0,7.0,15.0,2.6305729891754384
9.0,7.0,16.0,2.5684763292514634
9.0,7.0,17.0,2.506180897916164
9.0,7.0,18.0,2.444124558689377
9.0,7.0,19.0,2.382714560140632
9.0,7.0,20.0,2.322321191449418
9.0,7.0,21.0,2.263272736163548
9.0,7.0,22.0,2.205851843727259
9.0,7.0,23.0,2.1502933959027537
9.0,7.0,24.0,2.0967839006936844
9.0,7.0,25.0,2.0454624010821743
9.0,7.0,26.0,1.996422841117536
9.0,7.0,27.0,1.94971778893437
9.0,7.0,28.0,1.9053633763648663
9.0,7.0,29.0,1.8633452790923395
9.0,7.0,30.0,1.823625530795177
9.0,7.0,31.0,1.7861499403277072
9.0,7.0,32.0,1.7508558633771119
9.0,7.0,33.0,1.7176800697280437
9.0,7.0,34.0,1.6865664445556074
9.0,7.0,35.0,1.65747326713128
9.0,7.0,36.0,1.6303798228249775
9.0,7.0,37.0,1.6052921239644438
9.0,7.0,38.0,1.5822475414102437
9.0,7.0,39.0,1.5613181808725347
9.0,7.0,40.0,1.5426128751184518
9.0,7.0,41.0,1.5262777042399553
9.0,7.0,42.0,1.5124949999034465
9.0,7.0,43.0,1.5014808347393656
9.0,7.0,44.0,1.4934810434642836
9.0,7.0,45.0,1.4887658666661712
9.0,7.0,46.0,1.487623350162488
9.0,7.0,47.0,1.4903516712631626
9.0,7.0,48.0,1.4972505970399888
9.0,7.0,49.0,1.508612307853052
9.0,8.0,0.0,3.247055528775137
9.0,8.0,1.0,3.224463392225543
9.0,8.0,2.0,3.1972165587267387
9.0,8.0,3.0,3.1653289803548286
9.0,8.0,4.0,3.128890398690634
9.0,8.0,5.0,3.0880653817567336
9.0,8.0,6.0,3.04309055163389
9.0,8.0,7.0,2.994270076981229
9.0,8.0,8.0,2.9419695519448696
9.0,8.0,9.0,2.8866084268052106
9.0,8.0,10.0,2.8286511949549027
9.0,8.0,11.0,2.7685975743197586
9.0,8.0,12.0,2.70697194819655
9.0,8.0,13.0,2.6443123499361514
9.0,8.0,14.0,2.581159287407241
9.0,8.0,15.0,2.5180447064187588
9.0,8.0,16.0,2.455481387174066
9.0,8.0,17.0,2.3939530545276093
9.0,8.0,18.0,2.3339054616963155
9.0,8.0,19.0,2.275738678743611
9.0,8.0,20.0,2.219800782406275
9.0,8.0,21.0,2.16638310365527
9.0,8.0,22.0,2.1157171449048446
9.0,8.0,23.0,2.067973231263039
9.0,8.0,24.0,2.0232609109885646
9.0,8.0,25.0,1.9816310707682154
9.0,8.0,26.0,1.9430796829473558
9.0,8.0,27.0,1.9075530557941023
9.0,8.0,28.0,1.8749544155466045
9.0,8.0,29.0,1.8451516115676
9.0,8.0,30.0,1.8179857044579395
9.0,8.0,31.0,1.7932801723396365
9.0,8.0,32.0,1.7708504533957574
9.0,8.0,33.0,1.7505135336243887
9.0,8.0,34.0,1.7320972878782532
9.0,8.0,35.0,1.7154492896401066
9.0,8.0,36.0,1.700444820416645
9.0,8.0,37.0,1.6869938326840923
9.0,8.0,38.0,1.675046650339419
9.0,8.0,39.0,1.6645982267605892
9.0,8.0,40.0,1.6556908218456456
9.0,8.0,41.0,1.6484150046310788
9.0,8.0,42.0,1.6429089360224538
9.0,8.0,43.0,1.639355935469413
9.0,8.0,44.0,1.6379803847105456
9.0,8.0,45.0,1.6390420696312757
9.0,8.0,46.0,1.6428291064897318
9.0,8.0,47.0,1.649649640017804
9.0,8.0,48.0,1.659822537055495
9.0,8.0,49.0,1.6736673294266204
9.0,9.0,0.0,3.2396821465760426
9.0,9.0,1.0,3.205654357613785
9.0,9.0,2.0,3.167029482245711
9.0,9.0,3.0,3.1239334626136452
9.0,9.0,4.0,3.076572266265847
9.0,9.0,5.0,3.0252291259719057
9.0,9.0,6.0,2.970259873723447
9.0,9.0,7.0,2.9120864817543355
9.0,9.0,8.0,2.851188972026379
9.0,9.0,9.0,2.7880958999329954
9.0,9.0,10.0,2.7233736567425515
9.0,9.0,11.0,2.657614867456376
9.0,9.0,12.0,2.5914261853973786
9.0,9.0,13.0,2.525415801285029
9.0,9.0,14.0,2.460180992329186
9.0,9.0,15.0,2.396296035766449
9.0,9.0,16.0,2.334300801292089
9.0,9.0,17.0,2.274690318276785
9.0,9.0,18.0,2.217905587007098
9.0,9.0,19.0,2.164325869181816
9.0,9.0,20.0,2.1142626524668975
9.0,9.0,21.0,2.067955438170243
9.0,9.0,22.0,2.025569451301741
9.0,9.0,23.0,1.9871953198027932
9.0,9.0,24.0,1.9528507160054607
9.0,9.0,25.0,1.922483899890874
9.0,9.0,26.0,1.895979051928507
9.0,9.0,27.0,1.8731632346135394
9.0,9.0,28.0,1.8538147776129639
9.0,9.0,29.0,1.8376728428924722
9.0,9.0,30.0,1.8244478943788132
9.0,9.0,31.0,1.8138327724833148
9.0,9.0,32.0,1.8055140578295514
9.0,9.0,33.0,1.7991834012217849
9.0,9.0,34.0,1.794548498452471
9.0,9.0,35.0,1.7913433989248317
9.0,9.0,36.0,1.7893378559660178
9.0,9.0,37.0,1.7883454536011787
9.0,9.0,38.0,1.7882302787034006
9.0,9.0,39.0,1.7889119478869797
9.0,9.0,40.0,1.7903688441586008
9.0,9.0,41.0,1.792639467930262
9.0,9.0,42.0,1.795821859171187
9.0,9.0,43.0,1.8000711008083827
9.0,9.0,44.0,1.805594966523572
9.0,9.0,45.0,1.8126478273959474
9.0,9.0,46.0,1.8215229800152555
9.0,9.0,47.0,1.8325436024360298
9.0,9.0,48.0,1.8460525824843148
9.0,9.0,49.0,1.8624014944410658
9.0,10.0,0.0,3.2229430858493155
9.0,10.0,1.0,3.1766887673058517
9.0,10.0,2.0,3.1259826861453743
9.0,10.0,3.0,3.071074978491266
9.0,10.0,4.0,3.0122985842157357
9.0,10.0,5.0,2.950064508995544
9.0,10.0,6.0,2.8848551171617816
9.0,10.0,7.0,2.8172156093312757
9.0,10.0,8.0,2.7477438879811618
9.0,10.0,9.0,2.6770790580569703
9.0,10.0,10.0,2.6058888471732584
9.0,10.0,11.0,2.5348562599335582
9.0,10.0,12.0,2.4646658025258317
9.0,10.0,13.0,2.3959896264292118
9.0,10.0,14.0,2.3294739434304135
9.0,10.0,15.0,2.2657260580800056
9.0,10.0,16.0,2.2053023483633507
9.0,10.0,17.0,2.1486975011160405
9.0,10.0,18.0,2.096335276218709
9.0,10.0,19.0,2.0485610337271627
9.0,10.0,20.0,2.005636211897753
9.0,10.0,21.0,1.9677348927948755
9.0,10.0,22.0,1.9349425371959157
9.0,10.0,23.0,1.9072569133184216
9.0,10.0,24.0,1.8845911860248015
9.0,10.0,25.0,1.8667790761697225
9.0,10.0,26.0,1.853581945179351
9.0,10.0,27.0,1.8446976092575307
9.0,10.0,28.0,1.8397706421647175
9.0,10.0,29.0,1.8384038865304135
9.0,10.0,30.0,1.840170862182477
9.0,10.0,31.0,1.8446287368464684
9.0,10.0,32.0,1.8513315103979662
9.0,10.0,33.0,1.8598430590104216
9.0,10.0,34.0,1.8697496901480208
9.0,10.0,35.0,1.8806718732696077
9.0,10.0,36.0,1.8922748339473274
9.0,10.0,37.0,1.9042777302343865
9.0,10.0,38.0,1.916461168689812
9.0,10.0,39.0,1.9286728624361411
9.0,10.0,40.0,1.9408312837709243
9.0,10.0,41.0,1.9529272178209849
9.0,10.0,42.0,1.9650231800680258
9.0,10.0,43.0,1.9772507177734497
9.0,10.0,44.0,1.9898056718607922
9.0,10.0,45.0,2.002941530169762
9.0,10.0,46.0,2.016961053735
9.0,10.0,47.0,2.032206403526446
9.0,10.0,48.0,2.0490480347157085
9.0,10.0,49.0,2.0678726579735756
9.0,11.0,0.0,3.1953018533593376
9.0,11.0,1.0,3.136310508595335
9.0,11.0,2.0,3.0730912494014317
9.0,11.0,3.0,3.0060278853844746
9.0,11.0,4.0,2.9355883063074217
9.0,11.0,5.0,2.8623176279292273
9.0,11.0,6.0,2.7868293404201383
9.0,11.0,7.0,2.7097946561732726
9.0,11.0,8.0,2.6319303027361003
9.0,11.0,9.0,2.553985049295001
9.0,11.0,10.0,2.476725290482979
9.0,11.0,11.0,2.4009200382616713
9.0,11.0,12.0,2.3273256904925397
9.0,11.0,13.0,2.2566709530427485
9.0,11.0,14.0,2.189642290609996
9.0,11.0,15.0,2.1268702699062323
9.0,11.0,16.0,2.0689171376869893
9.0,11.0,17.0,2.0162659458851877
9.0,11.0,18.0,1.9693114975847408
9.0,11.0,19.0,1.9283533417535645
9.0,11.0,20.0,1.8935909927486205
9.0,11.0,21.0,1.8651214939731726
9.0,11.0,22.0,1.8429393852023372
9.0,11.0,23.0,1.8269390715795237
9.0,11.0,24.0,1.8169195307495667
9.0,11.0,25.0,1.812591234663244
9.0,11.0,26.0,1.813585105847034
9.0,11.0,27.0,1.8194632758817353
9.0,11.0,28.0,1.829731367848042
9.0,11.0,29.0,1.8438519857878295
9.0,11.0,30.0,1.861259063813472
9.0,11.0,31.0,1.8813727061683998
9.0,11.0,32.0,1.9036141378517453
9.0,11.0,33.0,1.9274203836627635
9.0,11.0,34.0,1.9522583017255815
9.0,11.0,35.0,1.9776376154869064
9.0,11.0,36.0,2.003122615344531
9.0,11.0,37.0,2.028342236726105
9.0,11.0,38.0,2.0529982646343967
9.0,11.0,39.0,2.07687146424976
9.0,11.0,40.0,2.0998254918094093
9.0,11.0,41.0,2.1218084982142456
9.0,11.0,42.0,2.1428523981048846
9.0,11.0,43.0,2.1630698379087576
9.0,11.0,44.0,2.1826489559935185
9.0,11.0,45.0,2.2018460850091564
9.0,11.0,46.0,2.2209765992820287
9.0,11.0,47.0,2.2404041573750684
9.0,11.0,48.0,2.260528630440537
9.0,11.0,49.0,2.2817730397399503
9.0,12.0,0.0,3.156056198019747
9.0,12.0,1.0,3.084102520867863
9.0,12.0,2.0,3.008209321781072
9.0,12.0,3.0,2.9289005578565024
9.0,12.0,4.0,2.8467840567172664
9.0,12.0,5.0,2.7625424542509904
9.0,12.0,6.0,2.676922142878339
9.0,12.0,7.0,2.590720470757128
9.0,12.0,8.0,2.5047714801060255
9.0,12.0,9.0,2.41993051348042
9.0,12.0,10.0,2.337058049227295
9.0,12.0,11.0,2.2570031505787878
9.0,12.0,12.0,2.180586926248324
9.0,12.0,13.0,2.108586403562746
9.0,12.0,14.0,2.041719207963572
9.0,12.0,15.0,1.9806294252818533
9.0,12.0,16.0,1.9258749959477477
9.0,12.0,17.0,1.8779169539147098
9.0,12.0,18.0,1.837110778479472
9.0,12.0,19.0,1.8037000755046204
9.0,12.0,20.0,1.777812747131281
9.0,12.0,21.0,1.7594597473913884
9.0,12.0,22.0,1.7485364567927246
9.0,12.0,23.0,1.744826643628543
9.0,12.0,24.0,1.7480089151572806
9.0,12.0,25.0,1.757665499589639
9.0,12.0,26.0,1.7732931416294402
9.0,12.0,27.0,1.7943158416556861
9.0,12.0,28.0,1.8200991228734624
9.0,12.0,29.0,1.8499654730860722
9.0,12.0,30.0,1.8832105791219307
9.0,12.0,31.0,1.9191199531191057
9.0,12.0,32.0,1.9569855413021764
9.0,12.0,33.0,1.9961219077837717
9.0,12.0,34.0,2.0358815982151013
9.0,12.0,35.0,2.0756693104518593
9.0,12.0,36.0,2.114954531187369
9.0,12.0,37.0,2.1532823378809716
9.0,12.0,38.0,2.1902821132020014
9.0,12.0,39.0,2.225673973350135
9.0,12.0,40.0,2.2592727705751443
9.0,12.0,41.0,2.2909895924566213
9.0,12.0,42.0,2.3208307443915523
9.0,12.0,43.0,2.3488942656142786
9.0,12.0,44.0,2.375364091287465
9.0,12.0,45.0,2.400502032154885
9.0,12.0,46.0,2.424637797432317
9.0,12.0,47.0,2.4481573346603036
9.0,12.0,48.0,2.4714898009499433
9.0,12.0,49.0,2.4950935124181144
9.0,13.0,0.0,3.1055324567369014
9.0,13.0,1.0,3.0206723478888926
9.0,13.0,2.0,2.932207767953635
9.0,13.0,3.0,2.8408061326750573
9.0,13.0,4.0,2.7472171039529742
9.0,13.0,5.0,2.6522612769083493
9.0,13.0,6.0,2.5568169215507197
9.0,13.0,7.0,2.461805062827227
9.0,13.0,8.0,2.368173228635897
9.0,13.0,9.0,2.276878233153787
9.0,13.0,10.0,2.188868391513987
9.0,13.0,11.0,2.1050655806502956
9.0,13.0,12.0,2.0263475694582556
9.0,13.0,13.0,1.9535310390142056
9.0,13.0,14.0,1.8873557004495551
9.0,13.0,15.0,1.8284698944789866
9.0,13.0,16.0,1.7774180230880465
9.0,13.0,17.0,1.7346301213193456
9.0,13.0,18.0,1.7004138265199737
9.0,13.0,19.0,1.6749489451014279
9.0,13.0,20.0,1.6582847542732255
9.0,13.0,21.0,1.6503401099388075
9.0,13.0,22.0,1.650906363683589
9.0,13.0,23.0,1.6596530232902973
9.0,13.0,24.0,1.676136024244406
9.0,13.0,25.0,1.6998084159621931
9.0,13.0,26.0,1.730033207621981
9.0,13.0,27.0,1.7660980660139045
9.0,13.0,28.0,1.807231513087578
9.0,13.0,29.0,1.8526202350098018
9.0,13.0,30.0,1.901427088454637
9.0,13.0,31.0,1.9528093741881678
9.0,13.0,32.0,2.0059369431609917
9.0,13.0,33.0,2.0600097063821132
9.0,13.0,34.0,2.1142741366342346
9.0,13.0,35.0,2.1680383771405833
9.0,13.0,36.0,2.2206856088807507
9.0,13.0,37.0,2.2716853734061315
9.0,13.0,38.0,2.3206026005349862
9.0,13.0,39.0,2.367104148837016
9.0,13.0,40.0,2.4109627298228413
9.0,13.0,41.0,2.4520581526015666
9.0,13.0,42.0,2.4903758927612007
9.0,13.0,43.0,2.526003055643835
9.0,13.0,44.0,2.5591218683365495
9.0,13.0,45.0,2.5900008949562414
9.0,13.0,46.0,2.618984224659399
9.0,13.0,47.0,2.646478929894521
9.0,13.0,48.0,2.672941132558567
9.0,13.0,49.0,2.6988610469576386
9.0,14.0,0.0,3.0451569356413093
9.0,14.0,1.0,2.947716997639126
9.0,14.0,2.0,2.84703373590872
9.0,14.0,3.0,2.743918134105195
9.0,14.0,4.0,2.639260501416171
9.0,14.0,5.0,2.534016916800915
9.0,14.0,6.0,2.4291938069705097
9.0,14.0,7.0,2.3258309840835087
9.0,14.0,8.0,2.224983512132339
9.0,14.0,9.0,2.1277028051075937
9.0,14.0,10.0,2.0350173842940684
9.0,14.0,11.0,1.9479137357703706
9.0,14.0,12.0,1.8673177119218365
9.0,14.0,13.0,1.7940769123883555
9.0,14.0,14.0,1.7289444604985682
9.0,14.0,15.0,1.6725645613208744
9.0,14.0,16.0,1.62546018769802
9.0,14.0,17.0,1.5880231919928414
9.0,14.0,18.0,1.5605070849590577
9.0,14.0,19.0,1.5430226605673094
9.0,14.0,20.0,1.5355365783333395
9.0,14.0,21.0,1.5378729444084875
9.0,14.0,22.0,1.5497178611796047
9.0,14.0,23.0,1.5706268441973112
9.0,14.0,24.0,1.6000349367066533
9.0,14.0,25.0,1.6372692876306922
9.0,14.0,26.0,1.681563900187413
9.0,14.0,27.0,1.732076206887401
9.0,14.0,28.0,1.787905083760248
9.0,14.0,29.0,1.8481098833672611
9.0,14.0,30.0,1.9117300433032531
9.0,14.0,31.0,1.9778048150279046
9.0,14.0,32.0,2.045392657270189
9.0,14.0,33.0,2.113589848900272
9.0,14.0,34.0,2.181547897755489
9.0,14.0,35.0,2.248489353853854
9.0,14.0,36.0,2.313721676879523
9.0,14.0,37.0,2.3766488576883757
9.0,14.0,38.0,2.4367805505559628
9.0,14.0,39.0,2.4937385354957726
9.0,14.0,40.0,2.547260396597218
9.0,14.0,41.0,2.5972003712603238
9.0,14.0,42.0,2.643527394679006
9.0,14.0,43.0,2.686320432185512
9.0,14.0,44.0,2.7257612573962393
9.0,14.0,45.0,2.762124894863668
9.0,14.0,46.0,2.7957680006381467
9.0,14.0,47.0,2.82711550144407
9.0,14.0,48.0,2.856645851945169
9.0,14.0,49.0,2.8848752989095354
9.0,15.0,0.0,2.9773923716476327
9.0,15.0,1.0,2.8679551854909726
9.0,15.0,2.0,2.755640159462811
9.0,15.0,3.0,2.6413988189087334
9.0,15.0,4.0,2.526257952735671
9.0,15.0,5.0,2.4113038726560188
9.0,15.0,6.0,2.2976649184306646
9.0,15.0,7.0,2.1864925751555004
9.0,15.0,8.0,2.078941608051433
9.0,15.0,9.0,1.9761496499614126
9.0,15.0,10.0,1.879216695983371
9.0,15.0,11.0,1.789184967797203
9.0,15.0,12.0,1.7070196069831838
9.0,15.0,13.0,1.6335906419789061
9.0,15.0,14.0,1.5696566475760125
9.0,15.0,15.0,1.515850479600872
9.0,15.0,16.0,1.4726674215108706
9.0,15.0,17.0,1.440456025180803
9.0,15.0,18.0,1.4194118664848452
9.0,15.0,19.0,1.4095743689229867
9.0,15.0,20.0,1.410826777169768
9.0,15.0,21.0,1.4228992888194132
9.0,15.0,22.0,1.4453752786055978
9.0,15.0,23.0,1.477700476841109
9.0,15.0,24.0,1.5191948945706608
9.0,15.0,25.0,1.569067223694989
9.0,15.0,26.0,1.6264313827136792
9.0,15.0,27.0,1.690324829185561
9.0,15.0,28.0,1.7597282197498443
9.0,15.0,29.0,1.833585968580109
9.0,15.0,30.0,1.9108272361850247
9.0,15.0,31.0,1.9903868729687781
9.0,15.0,32.0,2.0712258460734776
9.0,15.0,33.0,2.1523506935995282
9.0,15.0,34.0,2.2328315769023437
9.0,15.0,35.0,2.311818538578147
9.0,15.0,36.0,2.3885556200022062
9.0,15.0,37.0,2.4623925466598915
9.0,15.0,38.0,2.5327937506037888
9.0,15.0,39.0,2.5993445656046905
9.0,15.0,40.0,2.6617545002442484
9.0,15.0,41.0,2.7198575655493844
9.0,15.0,42.0,2.773609704989296
9.0,15.0,43.0,2.823083443957043
9.0,15.0,44.0,2.868459941514477
9.0,15.0,45.0,2.9100186875731113
9.0,15.0,46.0,2.9481251423443644
9.0,15.0,47.0,2.983216660535302
9.0,15.0,48.0,3.0157870793225077
9.0,15.0,49.0,3.0463703757819895
9.0,16.0,0.0,2.9055441266522646
9.0,16.0,1.0,2.7849313318923086
9.0,16.0,2.0,2.6617891615702245
9.0,16.0,3.0,2.537203674632866
9.0,16.0,4.0,2.412331169245082
9.0,16.0,5.0,2.288380363040392
9.0,16.0,6.0,2.1665929620306805
9.0,16.0,7.0,2.048223021266088
9.0,16.0,8.0,1.9345155354463084
9.0,16.0,9.0,1.826684722427446
9.0,16.0,10.0,1.7258924762240897
9.0,16.0,11.0,1.6332274682349293
9.0,16.0,12.0,1.5496853658758885
9.0,16.0,13.0,1.4761506167411913
9.0,16.0,14.0,1.4133802142790735
9.0,16.0,15.0,1.3619898185013686
9.0,16.0,16.0,1.3224425534479654
9.0,16.0,17.0,1.295040743244669
9.0,16.0,18.0,1.27992078208371
9.0,16.0,19.0,1.2770512619505434
9.0,16.0,20.0,1.2862344071819007
9.0,16.0,21.0,1.3071107888167757
9.0,16.0,22.0,1.3391672160819046
9.0,16.0,23.0,1.3817476291128408
9.0,16.0,24.0,1.4340667479695168
9.0,16.0,25.0,1.4952261698724008
9.0,16.0,26.0,1.5642325509240733
9.0,16.0,27.0,1.6400174617622876
9.0,16.0,28.0,1.7214584697589486
9.0,16.0,29.0,1.807400974425867
9.0,16.0,30.0,1.8966803082245627
9.0,16.0,31.0,1.9881436123236287
9.0,16.0,32.0,2.0806710060228966
9.0,16.0,33.0,2.1731955892882175
9.0,16.0,34.0,2.2647218495419987
9.0,16.0,35.0,2.3543420856852366
9.0,16.0,36.0,2.4412505131857607
9.0,16.0,37.0,2.5247547726313937
9.0,16.0,38.0,2.604284628904136
9.0,16.0,39.0,2.6793977174230523
9.0,16.0,40.0,2.749782265965555
9.0,16.0,41.0,2.815256793588438
9.0,16.0,42.0,2.8757668602987185
9.0,16.0,43.0,2.931379010576044
9.0,16.0,44.0,2.9822721189105446
9.0,16.0,45.0,3.0287264046084243
9.0,16.0,46.0,3.0711104348134457
9.0,16.0,47.0,3.109866477780487
9.0,16.0,48.0,3.1454946019330356
9.0,16.0,49.0,3.1785359394120043
9.0,17.0,0.0,2.833457008441778
9.0,17.0,1.0,2.7027116738382486
9.0,17.0,2.0,2.569749044730076
9.0,17.0,3.0,2.4357809434273454
9.0,17.0,4.0,2.302083634950248
9.0,17.0,5.0,2.1699780794710755
9.0,17.0,6.0,2.0408087431383937
9.0,17.0,7.0,1.9159214035696386
9.0,17.0,8.0,1.7966404164615535
9.0,17.0,9.0,1.684245928972643
9.0,17.0,10.0,1.5799515331970033
9.0,17.0,11.0,1.4848828488842447
9.0,17.0,12.0,1.4000575085755915
9.0,17.0,13.0,1.3263669908324751
9.0,17.0,14.0,1.2645607088370858
9.0,17.0,15.0,1.215232713230371
9.0,17.0,16.0,1.1788113107662987
9.0,17.0,17.0,1.1555518355764007
9.0,17.0,18.0,1.1455327391244465
9.0,17.0,19.0,1.1486550900120394
9.0,17.0,20.0,1.1646454975063434
9.0,17.0,21.0,1.1930623948994603
9.0,17.0,22.0,1.2333055424884272
9.0,17.0,23.0,1.2846285369633108
9.0,17.0,24.0,1.3461540461042472
9.0,17.0,25.0,1.41689142658266
9.0,17.0,26.0,1.4957563298311927
9.0,17.0,27.0,1.5815918576752253
9.0,17.0,28.0,1.67319079674658
9.0,17.0,29.0,1.7693184393986499
9.0,17.0,30.0,1.8687354893938761
9.0,17.0,31.0,1.970220553221317
9.0,17.0,32.0,2.072591732402084
9.0,17.0,33.0,2.174726858130825
9.0,17.0,34.0,2.275581946372328
9.0,17.0,35.0,2.3742074981044796
9.0,17.0,36.0,2.46976232455108
9.0,17.0,37.0,2.5615246395497997
9.0,17.0,38.0,2.648900229049325
9.0,17.0,39.0,2.7314275793942
9.0,17.0,40.0,2.8087799197200787
9.0,17.0,41.0,2.880764207594471
9.0,17.0,42.0,2.9473171591576692
9.0,17.0,43.0,3.0084984936640855
9.0,17.0,44.0,3.064481625818435
9.0,17.0,45.0,3.1155420961142557
9.0,17.0,46.0,3.162044078169402
9.0,17.0,47.0,3.2044253416884896
9.0,17.0,48.0,3.243181079285601
9.0,17.0,49.0,3.2788470243581376
9.0,18.0,0.0,2.765137431489674
9.0,18.0,1.0,2.62550650281534
9.0,18.0,2.0,2.483918040952894
9.0,18.0,3.0,2.341698363678275
9.0,18.0,4.0,2.200231852004676
9.0,18.0,5.0,2.0609394672453547
9.0,18.0,6.0,1.925256019438594
9.0,18.0,7.0,1.7946066520265758
9.0,18.0,8.0,1.670383032347025
9.0,18.0,9.0,1.5539197507307432
9.0,18.0,10.0,1.446471432368785
9.0,18.0,11.0,1.349191055487657
9.0,18.0,12.0,1.2631099469193483
9.0,18.0,13.0,1.1891198923462756
9.0,18.0,14.0,1.1279577540991466
9.0,18.0,15.0,1.080192935420168
9.0,18.0,16.0,1.0462179678514913
9.0,18.0,17.0,1.0262424293612664
9.0,18.0,18.0,1.020290326642945
9.0,18.0,19.0,1.028200997519026
9.0,18.0,20.0,1.049633510435917
9.0,18.0,21.0,1.084074459579521
9.0,18.0,22.0,1.1308489780886581
9.0,18.0,23.0,1.189134720053306
9.0,18.0,24.0,1.2579784962074791
9.0,18.0,25.0,1.3363151900610566
9.0,18.0,26.0,1.4229885320664877
9.0,18.0,27.0,1.5167732704624306
9.0,18.0,28.0,1.61639824959498
9.0,18.0,29.0,1.720569890425125
9.0,18.0,30.0,1.8279955639277983
9.0,18.0,31.0,1.9374063562078279
9.0,18.0,32.0,2.0475787441298836
9.0,18.0,33.0,2.157354731516167
9.0,18.0,34.0,2.265660037657457
9.0,18.0,35.0,2.371519980903503
9.0,18.0,36.0,2.4740727591120657
9.0,18.0,37.0,2.572579894213975
9.0,18.0,38.0,2.6664336784134655
9.0,18.0,39.0,2.755161532800249
9.0,18.0,40.0,2.838427263551618
9.0,18.0,41.0,2.916029274586047
9.0,18.0,42.0,2.9878958666653883
9.0,18.0,43.0,3.054077819784308
9.0,18.0,44.0,3.114738516612291
9.0,18.0,45.0,3.1701419183125332
9.0,18.0,46.0,3.2206387490032977
9.0,18.0,47.0,3.2666512804352856
9.0,18.0,48.0,3.3086571333754686
9.0,18.0,49.0,3.347172526231737
9.0,19.0,0.0,2.704345258178342
9.0,19.0,1.0,2.557262109494321
9.0,19.0,2.0,2.408417513820264
9.0,19.0,3.0,2.2592388090008835
9.0,19.0,4.0,2.111204611210733
9.0,19.0,5.0,1.965821825638857
9.0,19.0,6.0,1.8246016206532187
9.0,19.0,7.0,1.6890348537211788
9.0,19.0,8.0,1.5605674560864007
9.0,19.0,9.0,1.4405762901468862
9.0,19.0,10.0,1.3303459883723288
9.0,19.0,11.0,1.2310472654713607
9.0,19.0,12.0,1.1437171667043333
9.0,19.0,13.0,1.0692416753631127
