x,y,z,value
0.0,5.0,27.0,2.839189809801401
0.0,5.0,28.0,2.850478061829861
0.0,5.0,29.0,2.8616005250226433
0.0,5.0,30.0,2.8719084660235246
0.0,5.0,31.0,2.8807883007777564
0.0,5.0,32.0,2.8876762939567233
0.0,5.0,33.0,2.8920723002706064
0.0,5.0,34.0,2.893552216989436
0.0,5.0,35.0,2.8917788447556836
0.0,5.0,36.0,2.886510889192872
0.0,5.0,37.0,2.877609878024695
0.0,5.0,38.0,2.865044816370926
0.0,5.0,39.0,2.8488944553817284
0.0,5.0,40.0,2.829347105095345
0.0,5.0,41.0,2.80669797995583
0.0,5.0,42.0,2.7813441233622593
0.0,5.0,43.0,2.7537770144845117
0.0,5.0,44.0,2.7245730149508485
0.0,5.0,45.0,2.694381863532796
0.0,5.0,46.0,2.6639134723719398
0.0,5.0,47.0,2.6339233174941676
0.0,5.0,48.0,2.6051967483883143
0.0,5.0,49.0,2.578532565524591
0.0,6.0,0.0,3.7717461888696757
0.0,6.0,1.0,3.6970995439517553
0.0,6.0,2.0,3.6210477860018866
0.0,6.0,3.0,3.5442629077302934
0.0,6.0,4.0,3.4674495063204755
0.0,6.0,5.0,3.3913337009319484
0.0,6.0,6.0,3.316651004901279
0.0,6.0,7.0,3.2441334069443006
0.0,6.0,8.0,3.174495945267415
0.0,6.0,9.0,3.1084230812152294
0.0,6.0,10.0,3.046555194161664
0.0,6.0,11.0,2.9894755262381034
0.0,6.0,12.0,2.937697903849138
0.0,6.0,13.0,2.891655552647209
0.0,6.0,14.0,2.851691303849467
0.0,6.0,15.0,2.8180494628437787
0.0,6.0,16.0,2.7908695765317657
0.0,6.0,17.0,2.7701822945912484
0.0,6.0,18.0,2.7559074727962147
0.0,6.0,19.0,2.747854614862346
0.0,6.0,20.0,2.745725694278619
0.0,6.0,21.0,2.749120340630785
0.0,6.0,22.0,2.7575433174751107
0.0,6.0,23.0,2.770414162361282
0.0,6.0,24.0,2.7870788055983806
0.0,6.0,25.0,2.8068229342208317
0.0,6.0,26.0,2.8288868226640966
0.0,6.0,27.0,2.8524813130973685
0.0,6.0,28.0,2.8768045972178897
0.0,6.0,29.0,2.9010594284360476
0.0,6.0,30.0,2.92447037940867
0.0,6.0,31.0,2.9463007552179086
0.0,6.0,32.0,2.96586877731307
0.0,6.0,33.0,2.9825626675563877
0.0,6.0,34.0,2.995854285021431
0.0,6.0,35.0,3.0053110000304404
0.0,6.0,36.0,3.0106055295097662
0.0,6.0,37.0,3.0115235041160098
0.0,6.0,38.0,3.007968589590817
0.0,6.0,39.0,2.9999650411466328
0.0,6.0,40.0,2.987657628966582
0.0,6.0,41.0,2.971308933643868
0.0,6.0,42.0,2.9512940710798703
0.0,6.0,43.0,2.928092965502458
0.0,6.0,44.0,2.9022803453970933
0.0,6.0,45.0,2.8745136888880607
0.0,6.0,46.0,2.845519391207003
0.0,6.0,47.0,2.8160774662343537
0.0,6.0,48.0,2.7870051257673008
0.0,6.0,49.0,2.7591396034289004
0.0,7.0,0.0,3.750858076088524
0.0,7.0,1.0,3.6656645783729482
0.0,7.0,2.0,3.5792503955362562
0.0,7.0,3.0,3.49242364710742
0.0,7.0,4.0,3.4060235952695486
0.0,7.0,5.0,3.3209073956752118
0.0,7.0,6.0,3.237935862029248
0.0,7.0,7.0,3.1579585389920317
0.0,7.0,8.0,3.0817984051540495
0.0,7.0,9.0,3.010236547340531
0.0,7.0,10.0,2.94399715865246
0.0,7.0,11.0,2.883733214983903
0.0,7.0,12.0,2.8300131780527895
0.0,7.0,13.0,2.783309057260689
0.0,7.0,14.0,2.743986138216124
0.0,7.0,15.0,2.7122946530117957
0.0,7.0,16.0,2.6883636270609172
0.0,7.0,17.0,2.6721970904019945
0.0,7.0,18.0,2.6636727889900187
0.0,7.0,19.0,2.6625434748769057
0.0,7.0,20.0,2.668440794740156
0.0,7.0,21.0,2.6808817354285517
0.0,7.0,22.0,2.6992775245875595
0.0,7.0,23.0,2.7229448255430384
0.0,7.0,24.0,2.751119009965164
0.0,7.0,25.0,2.782969240836651
0.0,7.0,26.0,2.8176150532313193
0.0,7.0,27.0,2.854144082544282
0.0,7.0,28.0,2.891630560099379
0.0,7.0,29.0,2.9291541752834616
0.0,7.0,30.0,2.965818892085107
0.0,7.0,31.0,3.000771306470059
0.0,7.0,32.0,3.0332181394793722
0.0,7.0,33.0,3.0624424791084306
0.0,7.0,34.0,3.0878184114871052
0.0,7.0,35.0,3.108823717967957
0.0,7.0,36.0,3.1250503585551446
0.0,7.0,37.0,3.1362125125906424
0.0,7.0,38.0,3.1421520035070154
0.0,7.0,39.0,3.1428409943734
0.0,7.0,40.0,3.1383819034204667
0.0,7.0,41.0,3.129004552188661
0.0,7.0,42.0,3.115060621839332
0.0,7.0,43.0,3.097015553959902
0.0,7.0,44.0,3.07543808940133
0.0,7.0,45.0,3.0509876909283697
0.0,7.0,46.0,3.024400141493582
0.0,7.0,47.0,2.9964716486839382
0.0,7.0,48.0,2.9680418164464255
0.0,7.0,49.0,2.9399758669024134
0.0,8.0,0.0,3.7173765689669778
0.0,8.0,1.0,3.6217745647710604
0.0,8.0,2.0,3.5251554164079333
0.0,8.0,3.0,3.4284628816542035
0.0,8.0,4.0,3.332669451123374
0.0,8.0,5.0,3.2387609659732393
0.0,8.0,6.0,3.1477203366407984
0.0,8.0,7.0,3.0605106958129724
0.0,8.0,8.0,2.978058342937561
0.0,8.0,9.0,2.901235853237287
0.0,8.0,10.0,2.830845730839595
0.0,8.0,11.0,2.7676049829362275
0.0,8.0,12.0,2.7121309797430464
0.0,8.0,13.0,2.6649289435932673
0.0,8.0,14.0,2.6263813801644265
0.0,8.0,15.0,2.5967397262472205
0.0,8.0,16.0,2.576118442472743
0.0,8.0,17.0,2.5644917270861223
0.0,8.0,18.0,2.5616929694273356
0.0,8.0,19.0,2.5674170006372705
0.0,8.0,20.0,2.581225135740757
0.0,8.0,21.0,2.6025529372305933
0.0,8.0,22.0,2.6307205671794858
0.0,8.0,23.0,2.6649455343201676
0.0,8.0,24.0,2.7043575859838604
0.0,8.0,25.0,2.7480154437060205
0.0,8.0,26.0,2.794925036996497
0.0,8.0,27.0,2.844058853363099
0.0,8.0,28.0,2.894375995111059
0.0,8.0,29.0,2.944842515432492
0.0,8.0,30.0,2.9944515983261786
0.0,8.0,31.0,3.0422431491714503
0.0,8.0,32.0,3.0873223752848125
0.0,8.0,33.0,3.128876958219481
0.0,8.0,34.0,3.166192451380784
0.0,8.0,35.0,3.198665576943041
0.0,8.0,36.0,3.2258151440678406
0.0,8.0,37.0,3.2472903648527827
0.0,8.0,38.0,3.262876403937104
0.0,8.0,39.0,3.272497060787451
0.0,8.0,40.0,3.2762145488282366
0.0,8.0,41.0,3.2742264011685065
0.0,8.0,42.0,3.266859597108495
0.0,8.0,43.0,3.2545620653210814
0.0,8.0,44.0,3.237891777110983
0.0,8.0,45.0,3.2175036950894746
0.0,8.0,46.0,3.1941348877470483
0.0,8.0,47.0,3.1685881577249546
0.0,8.0,48.0,3.1417145602491527
0.0,8.0,49.0,3.1143952075945838
0.0,9.0,0.0,3.6748018631767136
0.0,9.0,1.0,3.569193474982069
0.0,9.0,2.0,3.4627773848503596
0.0,9.0,3.0,3.3566289142249834
0.0,9.0,4.0,3.251848862414013
0.0,9.0,5.0,3.1495460775997364
0.0,9.0,6.0,3.0508192425343457
0.0,9.0,7.0,2.9567382442674592
0.0,9.0,8.0,2.8683255175993114
0.0,9.0,9.0,2.786537763190008
0.0,9.0,10.0,2.712248442923272
0.0,9.0,11.0,2.6462314470091206
0.0,9.0,12.0,2.589146309452553
0.0,9.0,13.0,2.5415253212073834
0.0,9.0,14.0,2.503762854116546
0.0,9.0,15.0,2.47610716439052
0.0,9.0,16.0,2.4586548928900793
0.0,9.0,17.0,2.451348422048313
0.0,9.0,18.0,2.453976187244346
0.0,9.0,19.0,2.466175975311567
0.0,9.0,20.0,2.4874411762029744
0.0,9.0,21.0,2.5171298872733647
0.0,9.0,22.0,2.5544767048094172
0.0,9.0,23.0,2.598606975948439
0.0,9.0,24.0,2.6485532275030508
0.0,9.0,25.0,2.7032734378660397
0.0,9.0,26.0,2.7616707753682634
0.0,9.0,27.0,2.822614392278578
0.0,9.0,28.0,2.8849608389307164
0.0,9.0,29.0,2.9475756478632418
0.0,9.0,30.0,3.009354633738428
0.0,9.0,31.0,3.0692444612739602
0.0,9.0,32.0,3.1262620503223477
0.0,9.0,33.0,3.1795124141498783
0.0,9.0,34.0,3.2282045632319685
0.0,9.0,35.0,3.271665151594416
0.0,9.0,36.0,3.3093495947798646
0.0,9.0,37.0,3.3408504466158986
0.0,9.0,38.0,3.3659028846678174
0.0,9.0,39.0,3.3843872200301828
0.0,9.0,40.0,3.3963284143310486
0.0,9.0,41.0,3.4018926538502368
0.0,9.0,42.0,3.401381095861417
0.0,9.0,43.0,3.3952209641282756
0.0,9.0,44.0,3.3839542274457544
0.0,9.0,45.0,3.3682241458812623
0.0,9.0,46.0,3.3487600127681776
0.0,9.0,47.0,3.3263604555629684
0.0,9.0,48.0,3.301875684645079
0.0,9.0,49.0,3.276189095501174
0.0,10.0,0.0,3.6273223372972954
0.0,10.0,1.0,3.5123589149767067
0.0,10.0,2.0,3.3967883982313607
0.0,10.0,3.0,3.2818101912340656
0.0,10.0,4.0,3.1686452134767786
0.0,10.0,5.0,3.0585165603940507
0.0,10.0,6.0,2.9526295161516543
0.0,10.0,7.0,2.852151320711734
0.0,10.0,8.0,2.7581911093051175
0.0,10.0,9.0,2.6717804487645496
0.0,10.0,10.0,2.5938548914697797
0.0,10.0,11.0,2.5252369538491397
0.0,10.0,12.0,2.4666209026546335
0.0,10.0,13.0,2.4185596990168237
0.0,10.0,14.0,2.3814544082777753
0.0,10.0,15.0,2.355546333713189
0.0,10.0,16.0,2.340912075616474
0.0,10.0,17.0,2.337461655138955
0.0,10.0,18.0,2.3449397762215405
0.0,10.0,19.0,2.3629302304880113
0.0,10.0,20.0,2.390863380744309
0.0,10.0,21.0,2.4280265904192295
0.0,10.0,22.0,2.4735774005538893
0.0,10.0,23.0,2.526559194409206
0.0,10.0,24.0,2.58591903392404
0.0,10.0,25.0,2.650527303496368
0.0,10.0,26.0,2.719198756078573
0.0,10.0,27.0,2.7907145253741654
0.0,10.0,28.0,2.863844646766118
0.0,10.0,29.0,2.937370619015091
0.0,10.0,30.0,3.0101075389951037
0.0,10.0,31.0,3.0809253527698948
0.0,10.0,32.0,3.1487687878714956
0.0,10.0,33.0,3.212675563177652
0.0,10.0,34.0,3.271792513502686
0.0,10.0,35.0,3.3253893148978944
0.0,10.0,36.0,3.3728695524817915
0.0,10.0,37.0,3.4137789340000086
0.0,10.0,38.0,3.447810517729657
0.0,10.0,39.0,3.474806891181635
0.0,10.0,40.0,3.494759305654603
0.0,10.0,41.0,3.5078038393869777
0.0,10.0,42.0,3.514214727204303
0.0,10.0,43.0,3.514395055612308
0.0,10.0,44.0,3.508865077801607
0.0,10.0,45.0,3.4982484517215298
0.0,10.0,46.0,3.4832567451465875
0.0,10.0,47.0,3.464672583610173
0.0,10.0,48.0,3.443331839558458
0.0,10.0,49.0,3.4201052736749666
0.0,11.0,0.0,3.5793294910661357
0.0,11.0,1.0,3.455891217739614
0.0,11.0,2.0,3.332022670962785
0.0,11.0,3.0,3.20903676659826
0.0,11.0,4.0,3.0882634273587244
0.0,11.0,5.0,2.971028514586787
0.0,11.0,6.0,2.8586322702746276
0.0,11.0,7.0,2.7523277000710573
0.0,11.0,8.0,2.6532993392125377
0.0,11.0,9.0,2.562642844326282
0.0,11.0,10.0,2.481345844694788
0.0,11.0,11.0,2.4102704669093593
0.0,11.0,12.0,2.350137917205494
0.0,11.0,13.0,2.3015154667515314
0.0,11.0,14.0,2.2648061375836734
0.0,11.0,15.0,2.2402413317997274
0.0,11.0,16.0,2.227876585293998
0.0,11.0,17.0,2.227590561158274
0.0,11.0,18.0,2.2390873284431017
0.0,11.0,19.0,2.261901900917544
0.0,11.0,20.0,2.2954089394840174
0.0,11.0,21.0,2.3388344527056257
0.0,11.0,22.0,2.3912702641593233
0.0,11.0,23.0,2.451690954633127
0.0,11.0,24.0,2.5189729330137913
0.0,11.0,25.0,2.591915243379422
0.0,11.0,26.0,2.669261678443732
0.0,11.0,27.0,2.7497237419986504
0.0,11.0,28.0,2.832003986028744
0.0,11.0,29.0,2.9148192421217303
0.0,11.0,30.0,2.99692327180042
0.0,11.0,31.0,3.077128376303549
0.0,11.0,32.0,3.1543255327268955
0.0,11.0,33.0,3.2275026596228953
0.0,11.0,34.0,3.295760660226164
0.0,11.0,35.0,3.3583269442865484
0.0,11.0,36.0,3.4145661887254297
0.0,11.0,37.0,3.4639881615072623
0.0,11.0,38.0,3.5062525006451404
0.0,11.0,39.0,3.5411704094716403
0.0,11.0,40.0,3.5687032985102416
0.0,11.0,41.0,3.588958471798172
0.0,11.0,42.0,3.602182019715123
0.0,11.0,43.0,3.608749139740051
0.0,11.0,44.0,3.6091521597019445
0.0,11.0,45.0,3.6039865837951
0.0,11.0,46.0,3.5939355188798863
0.0,11.0,47.0,3.5797528665990317
0.0,11.0,48.0,3.5622456850620927
0.0,11.0,49.0,3.5422561319995984
0.0,12.0,0.0,3.534887413516194
0.0,12.0,1.0,3.4040581453052763
0.0,12.0,2.0,3.2729378653742534
0.0,12.0,3.0,3.1429397686948963
0.0,12.0,4.0,3.0154891762979936
0.0,12.0,5.0,2.8920009588527176
0.0,12.0,6.0,2.773856645449184
0.0,12.0,7.0,2.6623816721988205
0.0,12.0,8.0,2.558823231215657
0.0,12.0,9.0,2.464329175945166
0.0,12.0,10.0,2.379928423618162
0.0,12.0,11.0,2.3065132700429283
0.0,12.0,12.0,2.244823996489998
0.0,12.0,13.0,2.195436103804382
0.0,12.0,14.0,2.1587504560702038
0.0,12.0,15.0,2.1349865563366497
0.0,12.0,16.0,2.1241791114613173
0.0,12.0,17.0,2.1261779735579704
0.0,12.0,18.0,2.140651473484467
0.0,12.0,19.0,2.167093088979469
0.0,12.0,20.0,2.204831318188588
0.0,12.0,21.0,2.2530425601320796
0.0,12.0,22.0,2.3107667388175823
0.0,12.0,23.0,2.376925348751785
0.0,12.0,24.0,2.4503415479709334
0.0,12.0,25.0,2.529761881630463
0.0,12.0,26.0,2.6138791856964065
0.0,12.0,27.0,2.701356197157014
0.0,12.0,28.0,2.7908493849559375
0.0,12.0,29.0,2.881032514801537
0.0,12.0,30.0,2.970619471116101
0.0,12.0,31.0,3.058385880362932
0.0,12.0,32.0,3.1431891112687342
0.0,12.0,33.0,3.2239862682296736
0.0,12.0,34.0,3.2998498434061077
0.0,12.0,35.0,3.369980749422371
0.0,12.0,36.0,3.4337185167715347
0.0,12.0,37.0,3.490548506423162
0.0,12.0,38.0,3.5401060570933267
0.0,12.0,39.0,3.582177556457734
0.0,12.0,40.0,3.6166984945608562
0.0,12.0,41.0,3.643748624123592
0.0,12.0,42.0,3.6635444147861387
0.0,12.0,43.0,3.6764290450685495
0.0,12.0,44.0,3.6828602256733722
0.0,12.0,45.0,3.6833961895675325
0.0,12.0,46.0,3.6786802171565696
0.0,12.0,47.0,3.669424088134135
0.0,12.0,48.0,3.656390864839418
0.0,12.0,49.0,3.6403774150319115
0.0,13.0,0.0,3.497217408959165
0.0,13.0,1.0,3.3602557206130874
0.0,13.0,2.0,3.2230934771927466
0.0,13.0,3.0,3.0872287693559315
0.0,13.0,4.0,2.954166733735435
0.0,13.0,5.0,2.8253957208199822
0.0,13.0,6.0,2.7023633358792782
0.0,13.0,7.0,2.5864528261410964
0.0,13.0,8.0,2.4789602878253714
0.0,13.0,9.0,2.3810731562465985
0.0,13.0,10.0,2.2938504211142945
0.0,13.0,11.0,2.2182049777627317
0.0,13.0,12.0,2.154888483956947
0.0,13.0,13.0,2.104479042030075
0.0,13.0,14.0,2.067371968512715
0.0,13.0,15.0,2.043773849423186
0.0,13.0,16.0,2.0337000104722596
0.0,13.0,17.0,2.0369754592028566
0.0,13.0,18.0,2.053239282232215
0.0,13.0,19.0,2.0819524070379996
0.0,13.0,20.0,2.1224085658825826
0.0,13.0,21.0,2.1737482312134766
0.0,13.0,22.0,2.234975228841156
0.0,13.0,23.0,2.3049756788821014
0.0,13.0,24.0,2.3825388662041687
0.0,13.0,25.0,2.466379603065412
0.0,13.0,26.0,2.555161617710041
0.0,13.0,27.0,2.647521484539628
0.0,13.0,28.0,2.7420926045096126
